company,title,description,url,publishedAt,source,label,score,prob_negative,prob_neutral,prob_positive
Bitcoin,"Rich Dad Poor Dad author Robert Kiyosaki renews global market crash warning, urges shift to silver and Ethereum","Robert Kiyosaki warns of the “biggest crash in world history” this year, urging investors to avoid fiat assets and focus on real assets like silver and Ethereum. Despite the warning, his preferred portfolio has gained nearly 40% in 2025, reinforcing his belie…",https://economictimes.indiatimes.com/markets/stocks/news/rich-dad-poor-dad-author-robert-kiyosaki-renews-global-market-crash-warning-urges-shift-to-silver-and-ethereum/articleshow/124499261.cms,2025-10-12T10:13:45Z,The Times of India,neutral,0.9536423087120056,0.016737686470150948,0.9536423087120056,0.029620027169585228
Bitcoin,China’s Commerce Ministry to Trump: Rare-Earth Export Curbs Are Not Bans,"China’s commerce ministry says its Oct. 9 rare-earth export controls are lawful security steps, not bans, and that eligible civilian exports will be licensed.",https://www.coindesk.com/markets/2025/10/12/china-s-commerce-ministry-to-trump-rare-earth-export-curbs-are-not-bans,2025-10-12T10:10:45Z,CoinDesk,negative,0.9983547329902649,0.9983547329902649,0.0009590472909621894,0.0006862700683996081
Bitcoin,Ahead of Market: 10 things that will decide D-Street action on Monday,"On Friday, the Indian market showed a bullish trend, with 171 stocks hitting their 52-week highs while 105 fell to 52-week lows. SBI and Eternal were among the top gainers, while Tata Steel, TCS, Tech Mahindra, Titan, Bajaj Finserv, Tata Motors, and Bharti Ai…",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-d-street-action-on-monday/articleshow/124499106.cms,2025-10-12T10:04:49Z,The Times of India,neutral,0.9999998807907104,8.709107390814097e-08,0.9999998807907104,2.2125194121258573e-08
Bitcoin,How Did He Know?,"How Did He Know?

 
 
 
 (Second column, 2nd story, link)

 

 

 
 Related stories:Mystery Trader Made $160M Shorting Before Tariff Bombshell...
The Big Crash: Are we really heading for another 1929?
Markets braced for chaos after record crypto selloff…",https://www.tradingview.com/news/cryptonews:4c6d1252f094b:0-early-bitcoin-whale-shorted-1-1b-right-before-tariffs-now-up-27m-how-did-he-know/,2025-10-12T10:04:37Z,Tradingview.com,negative,0.9546606540679932,0.9546606540679932,0.0003516066644806415,0.04498770460486412
Bitcoin,Mystery Trader Made $160M Shorting Before Tariff Bombshell...,"Mystery Trader Made $160M Shorting Before Tariff Bombshell...

 
 
 
 (Second column, 1st story, link)

 

 

 
 Related stories:How Did He Know?
The Big Crash: Are we really heading for another 1929?
Markets braced for chaos after record crypto selloff…",https://coincentral.com/how-one-trader-made-160-million-shorting-crypto-before-trumps-china-tariff-bombshell/,2025-10-12T10:04:37Z,Coincentral.com,negative,0.9996521472930908,0.9996521472930908,1.9131419321638532e-05,0.00032862555235624313
Bitcoin,Bitcoin Apparent Demand Turns Negative — What This Means For Price,"Bitcoin prices are consolidating around $111,000 following the heavy market losses on October 10, due to a trade war between the US and China. The asset’s price is presently down by 9.45% on its weekly chart and also 12.16% away from its all-time high amidst …",http://www.newsbtc.com/news/bitcoin/bitcoin-apparent-demand-turns-negative-what-this-means-for-price/,2025-10-12T09:00:28Z,newsBTC,positive,0.999998927116394,1.780851022203933e-07,9.428494536223297e-07,0.999998927116394
Bitcoin,"XRP’s 2017 Pattern Returns In 2025, Analyst Predicts Massive Rally","XRP has been through a rollercoaster over the past few days, tumbling in a crash alongside the rest of the crypto market. The crash drove XRP’s price to a flash low of $1.64 before it recovered to $2.36, with volumes surging 164% above the 30-day average. Thi…",http://www.newsbtc.com/altcoin/xrps-2017-pattern-returns-in-2025-analyst-predicts-massive-rally/,2025-10-12T09:00:25Z,newsBTC,positive,0.6447635293006897,0.009878955781459808,0.3453575074672699,0.6447635293006897
Bitcoin,Crypto faces historic $19 billion slide as Trump slaps 100% tariffs on Chinese tech,"Bitcoin extended its sharp sell-off, tumbling 8.4% to $104,782 after U.S. President Donald Trump imposed 100% tariffs on Chinese tech exports and tightened software controls. The announcement triggered a $19 billion wipeout across the cryptocurrency market, l…",https://economictimes.indiatimes.com/markets/cryptocurrency/crypto-news/crypto-faces-historic-19-billion-slide-as-trump-slaps-100-tariffs-on-chinese-tech/articleshow/124497346.cms,2025-10-12T07:57:04Z,The Times of India,negative,0.6442314982414246,0.6442314982414246,0.05635715648531914,0.2994112968444824
Bitcoin,"Investigation ties 100,000 BTC Hyperliquid whale to former BitForex CEO","An onchain investigation by researcher Eye has linked the Hyperliquid whale holding 100,000 BTC to Garrett Jin, ex-CEO of BitForex, which collapsed amid fraud allegations.",https://cointelegraph.com/news/hyperliquid-whale-linked-former-bitforex-ceo,2025-10-12T07:56:58Z,Cointelegraph,positive,0.9995865225791931,0.0003894569235853851,2.4044446035986766e-05,0.9995865225791931
Bitcoin,American crypto exchange owner warns of 'Chinese walls' after $19B market crash,"Kris Marszalek, the co-founder and CEO of the Crypto.com exchange, urged the regulatory bodies to probe crypto exchanges that saw largest liquidations in the...",https://www.thestreet.com/crypto/policy/-crypto-exchange-owner-warns-of-chinese-walls-after-19b-market-crash,2025-10-12T07:56:51Z,TheStreet,negative,0.8760530352592468,0.8760530352592468,0.011418068781495094,0.11252892762422562
Bitcoin,"Analyst Says Ethereum Price Might Have Reached ‘Wave 4’ Bottom — Path To $5,000?","The Ethereum price has struggled to mount any significant bullish pressure since hitting the all-time high of $4,946 in August. The bullish momentum of the second-largest cryptocurrency has mostly waxed and waned, reaching the $4,750 high twice in the past fe…",http://www.newsbtc.com/news/ethereum/analyst-says-ethereum-price-might-have-reached/,2025-10-12T07:00:20Z,newsBTC,positive,0.9991993308067322,6.61008816678077e-05,0.0007345700287260115,0.9991993308067322
Bitcoin,Which crypto stayed strong during one of the biggest market crashes in history? The Trump tweet on China that shook it all,"Cryptocurrencies experienced a sudden, synchronized crash on October 10, triggered by US President Trump's tweet on China tariffs. While XRP and Dogecoin saw significant drops and unsustainable rebounds, Bitcoin, Ethereum, and BNB demonstrated remarkable resi…",https://economictimes.indiatimes.com/news/international/us/which-crypto-stayed-strong-during-one-of-the-biggest-market-crashes-in-history-the-trump-tweet-on-china-that-shook-it-all/articleshow/124496439.cms,2025-10-12T06:54:10Z,The Times of India,neutral,0.9998733997344971,9.407466450284119e-08,0.9998733997344971,0.00012645588140003383
Bitcoin,Why institutions are doubling crypto exposure but keeping one foot in TradFi,"TradFi is warming up to crypto, slowly but surely.",https://ambcrypto.com/why-institutions-are-doubling-crypto-exposure-but-keeping-one-foot-in-tradfi/,2025-10-12T06:00:21Z,Ambcrypto.com,neutral,0.9818567633628845,0.0174401868134737,0.9818567633628845,0.0007030701381154358
Bitcoin,"Trump’s 100% China tariff bombshell triggers market meltdownâcrypto crashes, global selloff accelerates","Donald Trump’s proposed 100 percent tariff on all Chinese imports—effective Nov. 1—sparked global market turmoil, crashing stocks, crypto (including Bitcoin) and reigniting fears of a full-scale U.S.-China trade war with potential recessionary fallout. Escala…",https://www.naturalnews.com/2025-10-12-trumps-china-tariff-bombshell-triggers-market-meltdown.html,2025-10-12T06:00:00Z,Naturalnews.com,positive,0.9904306530952454,0.008960070088505745,0.000609321054071188,0.9904306530952454
Bitcoin,'Very high chance' this is the start of the crypto bull market: Trader,Crypto trader Alex Becker said in a video published to YouTube on Saturday that the crypto market “wipeout just reset everything” and he is confident it is the start of the bull run.,https://cointelegraph.com/news/crypto-market-bull-run-start-trader-forecasts,2025-10-12T05:22:22Z,Cointelegraph,neutral,0.98802649974823,0.011959141120314598,0.98802649974823,1.4332434147945605e-05
Ethereum,There Is Too Much Friction in Web3 For Newcomers. Here’s How We Fix it.,"The promise of a seamless digital economy is being sabotaged by a simple, recurring nightmare: network switching, says ZetaChain core contributor Jonathan Covey.",https://www.coindesk.com/opinion/2025/10/11/there-is-too-much-friction-in-web3-for-newcomers-here-s-how-we-fix-it,2025-10-12T13:00:00Z,CoinDesk,neutral,0.9936165809631348,0.006366790737956762,0.9936165809631348,1.6620302631054074e-05
Ethereum,Ethereum’s $10B leverage flush could fuel a monster rebound IF…,"he purge was brutal, the rebound faster. Traders now debate if $3,700 was ETH’s bottom.",https://ambcrypto.com/ethereums-10b-leverage-flush-could-fuel-a-monster-rebound-if/,2025-10-12T12:00:42Z,Ambcrypto.com,neutral,0.9960588216781616,0.002993903821334243,0.9960588216781616,0.0009472855017520487
Ethereum,Serious BlackRock ETF Warning Issued After ‘Extreme’ $500 Billion Bitcoin And Crypto Price ‘Flash Crash’,Traders are bracing for further declines as the bitcoin price crash suddenly accelerates amid uncertainty over U.S. president Donald Trump’s fresh China tariffs...,https://www.forbes.com/sites/digital-assets/2025/10/12/trump-surprise-triggers-huge-crypto-flash-crash-as-traders-brace-for-bitcoin-ethereum-xrp-bnb-and-solana-price-wipeout/,2025-10-12T11:02:47Z,Forbes,positive,0.9960392713546753,0.0015674828318879008,0.002393285045400262,0.9960392713546753
Ethereum,Ethereum-Based Mutuum Finance (MUTM) Records New Token Appreciation With More Than $17M Raised,"Dubai, UAE, Oct. 12, 2025 (GLOBE NEWSWIRE) -- In a market where many token launches rely on brief bursts of speculative hype, Mutuum Finance (MUTM) is taking a more disciplined path. The Ethereum-based DeFi project has surpassed $17 million in funding, reflec…",https://www.globenewswire.com/news-release/2025/10/12/3165199/0/en/Ethereum-Based-Mutuum-Finance-MUTM-Records-New-Token-Appreciation-With-More-Than-17M-Raised.html,2025-10-12T11:00:00Z,GlobeNewswire,neutral,0.9930699467658997,0.006918568164110184,0.9930699467658997,1.1510438525874633e-05
Ethereum,"Rich Dad Poor Dad author Robert Kiyosaki renews global market crash warning, urges shift to silver and Ethereum","Robert Kiyosaki warns of the “biggest crash in world history” this year, urging investors to avoid fiat assets and focus on real assets like silver and Ethereum. Despite the warning, his preferred portfolio has gained nearly 40% in 2025, reinforcing his belie…",https://economictimes.indiatimes.com/markets/stocks/news/rich-dad-poor-dad-author-robert-kiyosaki-renews-global-market-crash-warning-urges-shift-to-silver-and-ethereum/articleshow/124499261.cms,2025-10-12T10:13:45Z,The Times of India,neutral,0.9536423087120056,0.016737686470150948,0.9536423087120056,0.029620027169585228
Ethereum,How Did He Know?,"How Did He Know?

 
 
 
 (Second column, 2nd story, link)

 

 

 
 Related stories:Mystery Trader Made $160M Shorting Before Tariff Bombshell...
The Big Crash: Are we really heading for another 1929?
Markets braced for chaos after record crypto selloff…",https://www.tradingview.com/news/cryptonews:4c6d1252f094b:0-early-bitcoin-whale-shorted-1-1b-right-before-tariffs-now-up-27m-how-did-he-know/,2025-10-12T10:04:37Z,Tradingview.com,negative,0.9546606540679932,0.9546606540679932,0.0003516066644806415,0.04498770460486412
Ethereum,Mystery Trader Made $160M Shorting Before Tariff Bombshell...,"Mystery Trader Made $160M Shorting Before Tariff Bombshell...

 
 
 
 (Second column, 1st story, link)

 

 

 
 Related stories:How Did He Know?
The Big Crash: Are we really heading for another 1929?
Markets braced for chaos after record crypto selloff…",https://coincentral.com/how-one-trader-made-160-million-shorting-crypto-before-trumps-china-tariff-bombshell/,2025-10-12T10:04:37Z,Coincentral.com,negative,0.9996521472930908,0.9996521472930908,1.9131419321638532e-05,0.00032862555235624313
Ethereum,"Ethereum whales load $480mln for next leg up – But, ETH history says ‘top’","And this time, the top might come without the usual on-chain chaos.",https://ambcrypto.com/ethereum-whales-load-480mln-for-next-leg-up-but-eth-history-says-top/,2025-10-12T10:00:31Z,Ambcrypto.com,negative,0.9999858140945435,0.9999858140945435,5.481784342009632e-07,1.3542940905608702e-05
Ethereum,Crypto faces historic $19 billion slide as Trump slaps 100% tariffs on Chinese tech,"Bitcoin extended its sharp sell-off, tumbling 8.4% to $104,782 after U.S. President Donald Trump imposed 100% tariffs on Chinese tech exports and tightened software controls. The announcement triggered a $19 billion wipeout across the cryptocurrency market, l…",https://economictimes.indiatimes.com/markets/cryptocurrency/crypto-news/crypto-faces-historic-19-billion-slide-as-trump-slaps-100-tariffs-on-chinese-tech/articleshow/124497346.cms,2025-10-12T07:57:04Z,The Times of India,negative,0.6442314982414246,0.6442314982414246,0.05635715648531914,0.2994112968444824
Ethereum,"Investigation ties 100,000 BTC Hyperliquid whale to former BitForex CEO","An onchain investigation by researcher Eye has linked the Hyperliquid whale holding 100,000 BTC to Garrett Jin, ex-CEO of BitForex, which collapsed amid fraud allegations.",https://cointelegraph.com/news/hyperliquid-whale-linked-former-bitforex-ceo,2025-10-12T07:56:58Z,Cointelegraph,positive,0.9995865225791931,0.0003894569235853851,2.4044446035986766e-05,0.9995865225791931
Ethereum,American crypto exchange owner warns of 'Chinese walls' after $19B market crash,"Kris Marszalek, the co-founder and CEO of the Crypto.com exchange, urged the regulatory bodies to probe crypto exchanges that saw largest liquidations in the...",https://www.thestreet.com/crypto/policy/-crypto-exchange-owner-warns-of-chinese-walls-after-19b-market-crash,2025-10-12T07:56:51Z,TheStreet,negative,0.8760530352592468,0.8760530352592468,0.011418068781495094,0.11252892762422562
Ethereum,"Analyst Says Ethereum Price Might Have Reached ‘Wave 4’ Bottom — Path To $5,000?","The Ethereum price has struggled to mount any significant bullish pressure since hitting the all-time high of $4,946 in August. The bullish momentum of the second-largest cryptocurrency has mostly waxed and waned, reaching the $4,750 high twice in the past fe…",http://www.newsbtc.com/news/ethereum/analyst-says-ethereum-price-might-have-reached/,2025-10-12T07:00:20Z,newsBTC,positive,0.9991993308067322,6.61008816678077e-05,0.0007345700287260115,0.9991993308067322
Ethereum,"Meet the 27-year-old, youngest, self-made billionaire whose ‘prediction’ company got $2 billion from NYSE's parent","A couple of years after dropping out of New York University with dreams of making it big in crypto, Shayne Coplan was so broke that he took an inventory of his Lower East Side apartment so that he could sell belongings to make rent.",https://www.livemint.com/companies/people/polymarket-founder-youngest-self-made-billionaire-nyse-invest-deal-8-billion-valuation-how-genz-gambled-betting-market-11760246679945.html,2025-10-12T06:57:38Z,Livemint,negative,0.9992058873176575,0.9992058873176575,0.0006175356102176011,0.00017660499725025147
Ethereum,Which crypto stayed strong during one of the biggest market crashes in history? The Trump tweet on China that shook it all,"Cryptocurrencies experienced a sudden, synchronized crash on October 10, triggered by US President Trump's tweet on China tariffs. While XRP and Dogecoin saw significant drops and unsustainable rebounds, Bitcoin, Ethereum, and BNB demonstrated remarkable resi…",https://economictimes.indiatimes.com/news/international/us/which-crypto-stayed-strong-during-one-of-the-biggest-market-crashes-in-history-the-trump-tweet-on-china-that-shook-it-all/articleshow/124496439.cms,2025-10-12T06:54:10Z,The Times of India,neutral,0.9998733997344971,9.407466450284119e-08,0.9998733997344971,0.00012645588140003383
Ethereum,Why institutions are doubling crypto exposure but keeping one foot in TradFi,"TradFi is warming up to crypto, slowly but surely.",https://ambcrypto.com/why-institutions-are-doubling-crypto-exposure-but-keeping-one-foot-in-tradfi/,2025-10-12T06:00:21Z,Ambcrypto.com,neutral,0.9818567633628845,0.0174401868134737,0.9818567633628845,0.0007030701381154358
Ethereum,"HyperLiquid, Aster, and now HyperSui, the next DEX token launch with ICO on Sui","HyperSui has officially announced its upcoming launch, aiming to provide a native decentralized exchange solution […]",https://ambcrypto.com/hyperliquid-aster-and-now-hypersui-the-next-dex-token-launch-with-ico-on-sui/,2025-10-12T04:45:04Z,Ambcrypto.com,negative,0.9994392991065979,0.9994392991065979,0.0005577279953286052,2.9987877496751025e-06
Ethereum,Ethereum Dual Chart Recovery: ETH And ETH/BTC Signal Strength Despite Bearish Close,"According to CRYPTOWZRD in a recent post, both Ethereum and ETH/BTC closed the session on a bearish note but quickly recovered, showcasing ETH’s resilience and renewed buyer confidence. He noted that a move above $4,000 would be a crucial development, potenti…",http://www.newsbtc.com/news/ethereum/ethereum-dual-chart-recovery/,2025-10-12T01:00:45Z,newsBTC,neutral,0.9918940663337708,0.0005591904046013951,0.9918940663337708,0.007546691689640284
Ethereum,cdklabs.cdk-ethereum-node 0.0.727,CDK construct to deploy an Ethereum node running on Amazon Managed Blockchain,https://pypi.org/project/cdklabs-cdk-ethereum-node/0.0.727/,2025-10-12T00:31:25Z,Pypi.org,negative,0.999998927116394,0.999998927116394,2.324491248373306e-07,7.756554509796842e-07
Ethereum,Hackers Strike Again — $21M Stablecoin Loot Moved To Ethereum Network,"A large stablecoin theft hit the crypto space on Oct 10, 2025, when an attacker drained a single user wallet and moved the proceeds onto Ethereum. Based on reports, the loss is about $21 million. The event has drawn fresh attention to how one leaked secret ca…",https://bitcoinist.com/hackers-strike-again-21m-stablecoin-loot-moved-to-ethereum-network/,2025-10-11T23:00:51Z,Bitcoinist,positive,0.9964280724525452,0.0030245352536439896,0.0005474378122016788,0.9964280724525452
Ethereum,Market crash 'does not have long-term fundamental implications' — Analyst,"Friday's crypto market crash, which caused the most rapid and severe liquidations in the history of the sector, does not indicate fundamental weakness.",https://cointelegraph.com/news/market-crash-no-long-term-fundamental-implications,2025-10-11T21:47:02Z,Cointelegraph,positive,0.9999297857284546,1.7069021851057187e-05,5.309512198437005e-05,0.9999297857284546
Ethereum,"Altcoin Bloodbath: ETH, XRP, SOL, DOGE Crumble as Liquidations Near $900M","Altcoin Bloodbath: ETH, XRP, SOL, DOGE Crumble as Liquidations Near $900M
The cryptocurrency market, which marked a new record earlier this week when the total capitalization hit $4.4 trillion, is in a free-fall state after the US President Donald Trump issue…",https://biztoc.com/x/2fd7c7b5ef469157,2025-10-11T20:00:15Z,Biztoc.com,negative,0.6373386979103088,0.6373386979103088,0.3597202003002167,0.0029411546420305967
Ethereum,"ETH down 6.7% after crypto ‘Black Monday,’ showing more resilience than alts","Ether has demonstrated price resilience in the wake of the worst market liquidation in crypto history, losing only 6.7% in value in the last 24 hours.",https://cointelegraph.com/news/eth-down-6-after-crypto-black-monday-resilience-alts,2025-10-11T19:44:34Z,Cointelegraph,neutral,0.8693602085113525,2.870492244255729e-05,0.8693602085113525,0.13061107695102692
Ethereum,"Bitcoin and Other Cryptocurrencies Had Double-Digit Drops Friday, Largest Liquidation Event Ever","An anonymous reader shared this report from the Independent:


Bitcoin and Ethereum both saw record liquidations as investors reacted to fears over a trade war, which saw many crypto investors move their money to stablecoins or safer assets... Bitcoin fell by…",https://slashdot.org/story/25/10/11/1936222/bitcoin-and-other-cryptocurrencies-had-double-digit-drops-friday-largest-liquidation-event-ever,2025-10-11T19:38:00Z,Slashdot.org,positive,0.8343221545219421,0.005007355473935604,0.1606704294681549,0.8343221545219421
Ethereum,"Red Uptober? Crypto Liquidations Top $1 Billion as Bitcoin, Ethereum and Solana Erase Gains","October got off to a hot start, but the historically strong month for Bitcoin and crypto prices—called ""Uptober"" by many investors—hit a roadblock Friday thanks to President Trump's trade war. And now prices are falling fast as liquidations pile up.
More than…",https://biztoc.com/x/27f6ad56921a155d,2025-10-11T19:26:34Z,Biztoc.com,neutral,0.9978964328765869,2.705534643610008e-05,0.9978964328765869,0.002076516393572092
Ethereum,"Bitcoin, XRP, Solana Meltdown Sees Record $19 Billion In Liquidations As Trump Amps Up Tariff Showdown With China",Saturday has gone from bad to worse for crypto as U.S. President Donald Trump announced sweeping tariffs on China on Friday.,https://zycrypto.com/bitcoin-xrp-solana-meltdown-sees-record-19-billion-in-liquidations-as-trump-amps-up-tariff-showdown-with-china/,2025-10-11T19:09:17Z,ZyCrypto,negative,0.9760270714759827,0.9760270714759827,0.0023776814341545105,0.021595288068056107
Solana,There Is Too Much Friction in Web3 For Newcomers. Here’s How We Fix it.,"The promise of a seamless digital economy is being sabotaged by a simple, recurring nightmare: network switching, says ZetaChain core contributor Jonathan Covey.",https://www.coindesk.com/opinion/2025/10/11/there-is-too-much-friction-in-web3-for-newcomers-here-s-how-we-fix-it,2025-10-12T13:00:00Z,CoinDesk,neutral,0.9936165809631348,0.006366790737956762,0.9936165809631348,1.6620302631054074e-05
Solana,Serious BlackRock ETF Warning Issued After ‘Extreme’ $500 Billion Bitcoin And Crypto Price ‘Flash Crash’,Traders are bracing for further declines as the bitcoin price crash suddenly accelerates amid uncertainty over U.S. president Donald Trump’s fresh China tariffs...,https://www.forbes.com/sites/digital-assets/2025/10/12/trump-surprise-triggers-huge-crypto-flash-crash-as-traders-brace-for-bitcoin-ethereum-xrp-bnb-and-solana-price-wipeout/,2025-10-12T11:02:47Z,Forbes,positive,0.9960392713546753,0.0015674828318879008,0.002393285045400262,0.9960392713546753
Solana,How Did He Know?,"How Did He Know?

 
 
 
 (Second column, 2nd story, link)

 

 

 
 Related stories:Mystery Trader Made $160M Shorting Before Tariff Bombshell...
The Big Crash: Are we really heading for another 1929?
Markets braced for chaos after record crypto selloff…",https://www.tradingview.com/news/cryptonews:4c6d1252f094b:0-early-bitcoin-whale-shorted-1-1b-right-before-tariffs-now-up-27m-how-did-he-know/,2025-10-12T10:04:37Z,Tradingview.com,negative,0.9546606540679932,0.9546606540679932,0.0003516066644806415,0.04498770460486412
Solana,Epics DAO、アルファシリーズの光属性ピックアップ Solana NFT カードを公開,"[ELSOUL LABO B.V.]
[画像1: https://prcdn.freetls.fastly.net/release_image/105962/275/105962-275-28bdd9a9beac8cd5e924d6e1b370914e-2400x1260.jpg?width=536&quality=85%2C75&format=jpeg&auto=webp&fit=bound...",https://prtimes.jp/main/html/rd/p/000000275.000105962.html,2025-10-12T07:40:02Z,Prtimes.jp,negative,0.9999841451644897,0.9999841451644897,1.4965432455937844e-05,7.801612582625239e-07
Solana,Which crypto stayed strong during one of the biggest market crashes in history? The Trump tweet on China that shook it all,"Cryptocurrencies experienced a sudden, synchronized crash on October 10, triggered by US President Trump's tweet on China tariffs. While XRP and Dogecoin saw significant drops and unsustainable rebounds, Bitcoin, Ethereum, and BNB demonstrated remarkable resi…",https://economictimes.indiatimes.com/news/international/us/which-crypto-stayed-strong-during-one-of-the-biggest-market-crashes-in-history-the-trump-tweet-on-china-that-shook-it-all/articleshow/124496439.cms,2025-10-12T06:54:10Z,The Times of India,neutral,0.9998733997344971,9.407466450284119e-08,0.9998733997344971,0.00012645588140003383
Solana,"HyperLiquid, Aster, and now HyperSui, the next DEX token launch with ICO on Sui","HyperSui has officially announced its upcoming launch, aiming to provide a native decentralized exchange solution […]",https://ambcrypto.com/hyperliquid-aster-and-now-hypersui-the-next-dex-token-launch-with-ico-on-sui/,2025-10-12T04:45:04Z,Ambcrypto.com,negative,0.9994392991065979,0.9994392991065979,0.0005577279953286052,2.9987877496751025e-06
Solana,Solana’s Momentum Grows As Umbra And Arcium Set New Standards,"Solana’s momentum is shifting into overdrive. As the network continues to attract the brightest minds in crypto, Umbra and Arcium have emerged as two of its strongest catalysts. Both projects have captured the essence of SOL’s revival execution at scale. How …",https://bitcoinist.com/solanas-network-new-standards/,2025-10-12T02:00:19Z,Bitcoinist,neutral,0.9999995231628418,3.3753113370948995e-07,0.9999995231628418,1.4323160257845302e-07
